,src_text,target_text
263,"Story: Bob was daydreaming as he drove his car.A deer jumped out right in front of him on to the road.Bob's car slammed into the deer!The deer and Bob's front bumper were pulverized!
Choose a right ending of the Story: 1) Bob was dazed and had a cut on his forehead! 2) After that, Bob was nervous about going horseback riding.",1
264,"Story: I went to las vegas.I learned that i really like the slot machines.I spent a lot of time on them.i spent a lot of money.
Choose a right ending of the Story: 1) I was upset when I lost all my money. 2) I was glad I hadn't spent much money on the slot machines.",1
265,"Story: Chelsea was getting married next week.She needed someone to give her away.Her father was out of the question as he was an abusive jerk.She really didn't know what to do.
Choose a right ending of the Story: 1) She asked her father, because he had always been great to her. 2) She decided to ask her brother, who was honored to do so.",2
266,"Story: Austin needed artwork for his apartment.He went to some art galleries downtown to get inspiration.Once he had an idea.He went online and bought some materials.
Choose a right ending of the Story: 1) Austin went to the park and played with his dog. 2) Austin painted several pictures similar to what he had seen.",2
267,"Story: In 2005, I went to St Anselm College to play chess.My friend was a professor there.His colleague-also a chess player- played us as well.I was on a great streak and did not lose any games!
Choose a right ending of the Story: 1) I will continue playing chess and hope for qualified opponents. 2) I think I will start playing football.",1
268,"Story: Izzy is a doctor.She is too involved with her patients.One day, she falls in love with her patient, Denny.Denny dies of an aneurysm.
Choose a right ending of the Story: 1) Izzy is heartbroken. 2) Izzy is happy.",1
269,"Story: Larry always wanted to feel stronger.He noticed that several students at school were lifting weights.Larry decided to lift weights as well.He started with light weights, but gradually tried heavier ones.
Choose a right ending of the Story: 1) Eventually Larry got stronger. 2) Larry was ashamed of what he had done.",1
270,"Story: My roommate interviewed for a new job.He practiced every night the week before to make sure he was ready.When the day came, he dressed up in his nicest clothes.We waited in anticipation to hear what would happen.
Choose a right ending of the Story: 1) He got a call a few days later saying that he got the job. 2) My roommate then got a call saying he was fired.",1
271,"Story: Gertrude was notoriously clumsy and awkward.Her friends thought that participating in a sport may help her.She decided to try out for the soccer team at school.She ran out on the field and unexpectedly tripped over the ball.
Choose a right ending of the Story: 1) The soccer team congratulated her and gave her a spot on the team. 2) Naturally, she was not accepted to the soccer team.",2
272,"Story: Leeza was walking alone near the woods.She suddenly fell and was unable to walk.She screamed for help, to no avail.She crawled to the street to flag someone down.
Choose a right ending of the Story: 1) Leeza was in pain. 2) Leeza was having fun.",1
273,"Story: Noah bought an old book at the thrift store.He took it home and began to read it.As he did, something fell out of the pages.Noah bent curiously and picked it up, eyes widening.
Choose a right ending of the Story: 1) He went back to reading his book. 2) What had been pressed between the pages was a four-leafed clover!",2
274,"Story: Gina couldn't turn on the water hose.The spigot was without a handle.She couldn't find the handle in the house.Finally she went into the garage to look.
Choose a right ending of the Story: 1) Gina fixed herself some lunch. 2) Gina found the handle on the washing machine.",2
275,"Story: I found a $600 dollar envelope in the mail today.However, it belonged to my neighbor.I decided to give them the mail instead of keeping it.They thanked me for being selfless.
Choose a right ending of the Story: 1) I am dishonest. 2) I am honest.",2
276,"Story: Before she left, she promised him that one day she would be back.She had important things to take care of far away.He missed her and she really missed him.Someday she would be back, he told himself.
Choose a right ending of the Story: 1) He hoped that she never came back. 2) A year later she returned.",2
277,"Story: Oliver needed a new radio.He didn't know anything about them, though.He had a friend help him pick one out.The friend was a pro and found him a good deal.
Choose a right ending of the Story: 1) Oliver was sick of his friend's unwanted advice. 2) Oliver was grateful to his friend.",2
278,"Story: Tommy called on the girl who sat next to him in class.He asked if she thought that the class was good.She gave him a frown and sad that she's in a relationship.Tommy immediately turned around.
Choose a right ending of the Story: 1) Tommy decided to ask the girl for a date. 2) Tommy was really embarrassed.",2
279,"Story: The town hosted a dog diving contest.They set up a large outdoor pool with steps.Many people came to watch and take pictures.Each dog took his turn running and jumping into the water.
Choose a right ending of the Story: 1) The dogs attacked the people. 2) A good time was had by all, even the dogs.",2
280,"Story: We went on safari and hoped to see the Big 5 that is everyone's goal.After 10 days, we had seen all but a leopard.We heard someone saying they had seen leopard babies on today's drive.We were so disappointed and asked them about it later.
Choose a right ending of the Story: 1) We wanted to miss the leopards. 2) We wanted to see a leopard.",2
281,"Story: Albert was a young man who had just gotten CPR certified.He decided to celebrate by going out to eat.While at the restaurant, another patron started choking on her food.Albert rushed to her side and quickly did the Heimlich maneuver.
Choose a right ending of the Story: 1) Albert saved the day. 2) Everyone was angry with Albert.",1
282,"Story: Sam and John went out to play some ultimate Frisbee one day.Upon arrival at the field, there was a pickup game of football going.Sam approached them and asked them to let him and John play as well.After a few minutes talk, they agreed and everyone played for a bit.
Choose a right ending of the Story: 1) Then they all went home. 2) Sam and John ran from the group of boys.",1
283,"Story: Tina is very tired every single morning.She does not get enough sleep because of her two jobs.Tina decides to quit one of the jobs.She now gets enough sleep to function everyday.
Choose a right ending of the Story: 1) Tina is well rested. 2) Tina is more tired than ever before.",1
284,"Story: Jaris wanted to pick some wildflowers for his vase.He went to the state park.He picked many kinds of flowers.Little did Jaris realize that it was a national park.
Choose a right ending of the Story: 1) Jaris picked flowers from a state park. 2) Jaris got in trouble and apologized profusely.",2
285,"Story: My daughter has a list of things to do before she turns 40.She is only 30.One thing was to read the Bible cover to cover.I decided to read the Bible again to support my daughter.
Choose a right ending of the Story: 1) I want my daughter to stop being a Christian. 2) I want my daughter to have a spiritual life.",2
286,"Story: Micky always wanted to get thinner.He tried fad diets to no avail.He started to cut back on his calories and get more exercise.After 2 months Micky started to see results.
Choose a right ending of the Story: 1) He was very proud of all his hard work. 2) Micky was very disappointed.",1
287,"Story: Amy called Kim.She wanted to find out why Kim was being rude to her.Kim was jealous of Amy's boyfriend.Amy accepted her apology.
Choose a right ending of the Story: 1) Amy told Kim she was a big loser. 2) They decided never to let a guy come between them.",2
288,"Story: Lauren finished her late night shift at the bar feeling tired.She usually liked taking the bus home from work.However, tonight she noticed that the moon looked beautiful.She strolled home happily under the bright moon.
Choose a right ending of the Story: 1) Lauren's husband was glad to see her feeling refreshed. 2) Lauren wishes she took the bus home.",1
289,"Story: Noah was playing in his treehouse.He decided to come down for the day.But then he saw that his ladder had fallen and lay on the ground!Noah had no way to get down from the treehouse!
Choose a right ending of the Story: 1) He was so glad. 2) He yelled for his dad.",2
290,"Story: There was a boy with a paintball gun.He wasted all of his ammo.He was in the trenches trying to stay out of sight.Finally, he sprinted towards the flag.
Choose a right ending of the Story: 1) The boy decided to go swimming. 2) He was shot by members of the other team.",2
291,"Story: Celina is very old.Her hips are always sore.It is hard for her to walk.One day, she obtained a walker.
Choose a right ending of the Story: 1) It helped her a lot. 2) Celina has no feet.",1
292,"Story: Neil was visiting Limerick in Ireland.There, he saw a beautiful sight.He saw the large and lovely River Shannon!After a few minutes, he agreed with the locals.
Choose a right ending of the Story: 1) The River Shannon was beautiful. 2) That Neil was very stupid.",1
293,"Story: Jay's team had been practicing all week for the big game.None of the players looked like they knew what they were doing.Jay's team lost the big game handily.Jay bought the team pizza for trying so hard.
Choose a right ending of the Story: 1) The team asked Jay if they could have burgers instead. 2) The team devoured the pizza and thanked Jay.",2
294,"Story: Rachel really wanted some new make-up.However, she lacked money to purchase some.She went to the store and slipped some eyeliner into her purse.She walked out of the store without anyone catching her.
Choose a right ending of the Story: 1) Rachel went home and put the eyeliner on. 2) Rachel threw the eyeliner into the trash.",1
295,"Story: Maxine is tired of always getting so wet when it rains outside.She considers moving somewhere without rainy but decides against it.Finally Maxine buys a great new red umbrella.She loves her new umbrella and she brings it everywhere.
Choose a right ending of the Story: 1) She moves to the desert. 2) She is happy when it rains now.",2
296,"Story: Derek is tired of living at home with his parents.One day, his friend suggested they move in together.He told his parents.That night, they packed his stuff.
Choose a right ending of the Story: 1) Derek was happy to finally be out. 2) Derek did not want to leave.",1
297,"Story: We spent our thirtieth anniversary on the California coast.It was chilly and foggy and drizzly.I had plans to spend time on the beach with my water colors.On our third day we discovered a family of whales near the pier.
Choose a right ending of the Story: 1) I painted a picture of the whales. 2) I drove to New York that same night.",1
298,"Story: Jenny always likes to go to Starbucks.One day she was ordering her coffee.As she got to the window to pay, she was told it was already paid for.The person before her had paid.
Choose a right ending of the Story: 1) Jenny paid for her coffee with cash. 2) Jenny paid for the order of the person behind her.",2
299,"Story: Everybody loved Bob because he played a popular character on film.Bob hated it because he was nothing like that character.Jim asked Bob to say his character's catch phrase.It was too much for Bob and he exploded with rage.
Choose a right ending of the Story: 1) Bob told the man to leave him alone. 2) Bob asked the man for tea.",1
300,"Story: Lita wanted to watch her favorite show on television.Her kids insisted that she sit down to watch it with them.Lita told them that she had chores to do.Her kids dragged her laundry basket to the living room.
Choose a right ending of the Story: 1) Lita ordered a pepperoni pizza for lunch. 2) Lita folded the laundry while watching television.",2
301,"Story: Liv jumped as she was startled by a loud pop.She realized it was the light bulb in her kitchen burning out.She got out a footstool and stepped on to it.It wobbled under her and she almost fell.
Choose a right ending of the Story: 1) Liv decided to change a light bulb in the bathroom. 2) Liv then changed the light bulb.",2
302,"Story: Mother told her children it would be lunchtime in fifteen minutes.But then she got an important phone call.While she was talking, the dog dragged mud all over the kitchen.The kids started to pester their mother, who was still on the phone.
Choose a right ending of the Story: 1) The mother felt quite frustrated. 2) The children's behavior calmed the mother down.",1
303,"Story: Hector has always bought coffee at a local shop before work.He realizes that his coffee buying habit is very expensive.One day Hector decides to brew coffee at home.He is proud that the coffee he made at home is so good.
Choose a right ending of the Story: 1) Hector kept brewing his own coffee and saved money. 2) Hector started buying more coffee from Starbucks.",1
304,"Story: Kelly found out there was a new girl at school.When she walked into the school she went looking for her.When she met her, she invited her to sit with her at lunch.When they ate lunch, the girls became friends.
Choose a right ending of the Story: 1) Kelly never talked to her again. 2) Kelly was happy to have made a new friend.",2
305,"Story: Tommy trained hard to run his first 5K.During the race he felt frustrated when so many people passed him.When he heard his name called during awards he was shocked.He didn't realize they would do awards by age group.
Choose a right ending of the Story: 1) He was ashamed that he didn't get any recognition. 2) He was proud to finish first by age but tenth overall.",2
306,"Story: Laurie is going to her first formal dance tonight.Her date picked her up and gave her a beautiful rose.Laurie wore a long sparkling dressed.They danced and had fun with all of their friends.
Choose a right ending of the Story: 1) Laurie went home crying. 2) Laurie ended the night by kissing her date.",2
307,"Story: Neil was exploring historic railroads.He rode into Scranton, Pennsylvania.He realized it was a beautiful old train depot.He took lots of photos while he was there.
Choose a right ending of the Story: 1) Neil deleted all of his photos. 2) Neil saved the photos on his computer.",2
308,"Story: Bob dreaded his first day working at a fast food fish joint.He planned to wait to put on his gaudy nautical uniform.Bob got to work making fish burgers after donning the uniform.He was so busy, he forgot to change back into his street clothes
Choose a right ending of the Story: 1) Bob loved the outfit so much that he showed it to his friends. 2) Bob went out after work wearing the sailor suit.",2
309,"Story: A friend came to visit.I told her that my dog bites.She did not listen.she tried to pet him and play with him.
Choose a right ending of the Story: 1) My dog bit her. 2) My dog ran away.",1
310,"Story: Lester has always wanted to be more artistic.He decides to try to draw a picture of a flower one day.He sits in front of a beautiful orchid and begins to draw.Lester's drawing comes out very well.
Choose a right ending of the Story: 1) He hangs the picture on the wall in his living room. 2) He decides never to draw anything again.",1
311,"Story: Pablo likes to eat worms.He read a book in school on how to do this.He fries them in olive oil.He likes to do this at least once a month.
Choose a right ending of the Story: 1) Pablo enjoys worms and views them as a delicacy. 2) Pablo does not enjoy eating worms.",1
312,"Story: Kira always loved Japanese culture.Many of her favorite movies were in Japanese.She decided that she would travel there.For Years she saved money for her trip.
Choose a right ending of the Story: 1) She spent all the money on shoes. 2) It was the best trip of her life.",2
313,"Story: Glen was in the mood for a walk.He put on his jacket and went outside.While walking on the sidewalk, he tripped and busted his knee open.Glen stood back up and limped back to his house.
Choose a right ending of the Story: 1) Glen ran his best marathon time ever. 2) Glen swore he'd never walk again.",2
314,"Story: I was walking to the store recently.As I was passing an exit, I felt cold, hard steel on my arm.I was shocked that I was being hit by a car!The driver was very apologetic after he saw I was hit.
Choose a right ending of the Story: 1) I told them it was okay and then walked away. 2) The driver of the car became very angry at me.",1
315,"Story: Gina's sister cut her ankle on broken glass.The blood ran down her foot and into her shoe.When she saw the blood she ran home.Gina ran behind her, but couldn't keep up.
Choose a right ending of the Story: 1) When they got home they all had ice cream. 2) Gina's sister went to the doctor.",2
316,"Story: A little boy was in the third grade.He was very smart but struggled with reading.Whenever he read out loud his classmates laughed at him.He started to practice reading every single day.
Choose a right ending of the Story: 1) The little boy accepted that he would never improve. 2) At the end of the year, he did well on his reading test.",2
317,"Story: Rosie's class was having a little party.She decided to make a fruit salad for everyone.She spent lots of money on the fruit and lots of time preparing it.On the day of the party she scooped a huge bowl of the fruit salad up.
Choose a right ending of the Story: 1) Rosie's class shared the fruit salad. 2) Rosie kept the bowl of fruit salad in her fridge at home.",1
318,"Story: While I was in college, I had met an older man.I was 22 and he was 38 years old.We had a good understanding and had a good time together.We stayed together the whole time I was there.
Choose a right ending of the Story: 1) I have fond memories of that time. 2) I have negative memories of that time.",1
319,"Story: Jackie has been designated eighth grade hall monitor.She is envied throughout the class.Classmates often put her job in jeopardy.They would steal Jackie's hall passes.
Choose a right ending of the Story: 1) The principal suspended her rowdy classmates. 2) Her classmates were given awards for their behavior.",1
320,"Story: My dad had just gotten a new car.To celebrate we all went for a drive.Another car ran a stop sign and crashed into us.I smacked the window hard enough to break it.
Choose a right ending of the Story: 1) I climbed out and me and my dad were ok. 2) We were both flattened by the vehicle.",1
321,"Story: Iva and Brant were trying to conceive a child.They had been trying for six months with no success.At their doctor's appointment, they expressed discouragement.But then they saw the doctor smiling broadly.
Choose a right ending of the Story: 1) Brant will cancel his plans to kidnap a child. 2) The couple will be happy to know they have a baby on the way.",2
322,"Story: Catherine has always been intrigued by the sport of Curling.Catherine loves watching the athletes play the sport on television.One day, Catherine decided she would visit a Curling practice session.At the practice, one of the athletes invited Catherine to play.
Choose a right ending of the Story: 1) Catherine then began to practice every day and got good at it. 2) Catherine thought curling looked boring.",1
323,"Story: Francis has always looked forward to learning how to drive.Finally he is old enough for a driver's license.Francis studies very hard to get a license.He passes his driver's test easily.
Choose a right ending of the Story: 1) Francis is really proud of his accomplishment. 2) Francis decides he would rather take public transportation.",1
324,"Story: Yesterday I had a great time seeing The Nutcracker.I absolutely loved it.As the dancers graced the stage it was beautiful.I felt honored to have seen the show.
Choose a right ending of the Story: 1) I vowed never to see it again. 2) I wanted to see it again.",2
325,"Story: I woke up for my class at 8:30 in the morning.I drowsily got out of bed and took a shower.I quickly ate breakfast and began to walk to class.After 50 minutes of class, I began to walk back to my dorm.
Choose a right ending of the Story: 1) I decided to go back to class again. 2) When I got there, I took a nap.",2
326,"Story: Gary wanted to get Lisa's attention.One day he decides to write Lisa a Poem.The next day at school, Gary sees Lisa in the hallway.Gary gives Lisa a really big smile and hands her the poem.
Choose a right ending of the Story: 1) Gary slaps Lisa hard, and walks away. 2) Lisa confesses she also has a crush on Gary.",2
327,"Story: Lars had always wanted to try photography.His friend was an excellent photographer, but he had never tried.One day he bought a simple, but high quality, camera.From that day on, Lars shot images of nature every day.
Choose a right ending of the Story: 1) Lars fell in love with photography. 2) Lars hated photography.",1
328,"Story: I bought a television from an electronics store.It is a big flatscreen with a  high definition quality picture.The employee convinced me to buy a warranty for it just in case.A week later the television fell off my wall and broke.
Choose a right ending of the Story: 1) I was able to have it fixed with the warranty. 2) The employee was later found dead.",1
329,"Story: Ryan was at a park.And he saw a little girl holding a balloon.As he was leaving the park, he saw the same balloon stuck in a tree.He climbed the tree to retrieve the balloon.
Choose a right ending of the Story: 1) Ryan then popped the balloon on purpose. 2) Ryan then found the girl and gave her the balloon she lost.",2
330,"Story: Neil was touring the city of Fez.He tasted their ethnic cuisine.Then he went shopping for souvenirs.Fez had great street performers as well, he noted.
Choose a right ending of the Story: 1) Neil had a great time. 2) Neil and Fez became best friends.",1
331,"Story: It was a bright, warm day.So Joe thought it would be nice to take a walk.He decided to walk to his local coffee shop.But halfway there, he started getting tired.
Choose a right ending of the Story: 1) So he ran to the coffee shop. 2) Joe regret going outside.",2
332,"Story: Jen was waiting for a package all day.Finally she saw the UPS man walking up to the door.He delivered the package and she brought it inside.She opened the package with a knife.
Choose a right ending of the Story: 1) In the box was a newborn baby. 2) Jen found her new coat inside the package.",2
333,"Story: Frank did not want to do his homework.He wanted to play video games instead.Frank's parents told him to do his homework first.Frank threw a tantrum and got punished.
Choose a right ending of the Story: 1) Frank lost his video games for a week. 2) Frank got an all new game.",1
334,"Story: Timmy was competing in the 3 point competition at his school.The winner would have a chance to win a $1000 college scholarship.Timmy practiced shooting 3 pointers all weekend.He was ready when the day of the competition arrived.
Choose a right ending of the Story: 1) Timmy won the competition. 2) Timmy went to the driving range the day of competition.",1
335,"Story: Drake attended a party on Friday.He discovered that his wallet had been stolen from his coat.Drake immediately called the police, but the wallet was not found.Drake confronted the host of the party about the issue.
Choose a right ending of the Story: 1) And the host told him that he didn't know either. 2) Drake told the host he wanted to attend his parties again.",1
336,"Story: Bob discovered his truck had a flat tire.He had never changed a tire before.He got out the tire jack and iron.He couldn't remove the bolts.
Choose a right ending of the Story: 1) Bob called someone to fix his flat tire. 2) Bob drove his truck to the market.",1
337,"Story: Jack is tired of writing emails on his tablet computer.He decides he needs to invest in a laptop.He researches different laptops until he has found the perfect one.Finally he buys it.
Choose a right ending of the Story: 1) Now Jack actually enjoys replying to emails. 2) Jack now uses the postal service instead of email.",1
338,"Story: Jake's hair was getting a bit too long.He had a job interview coming up.He asked his mother to cut his hair.His mother gave him a nicely cut professional looking haircut.
Choose a right ending of the Story: 1) Jake washed his hands. 2) Jake got the job.",2
339,"Story: Sean came over today.Sam, Sean, and I played games.They started to get mad at me about how bad I was.They said I couldn't play anymore until I got better.
Choose a right ending of the Story: 1) I was really hurt. 2) I was really pleased.",1
340,"Story: Chuck was tired from working.He closed his work for a while.He opened up the forum to chat with coworkers.After those nasty Zoltar hits he needed this break.
Choose a right ending of the Story: 1) Chuck decided to quit his job. 2) He then felt compelled to get back to work.",2
341,"Story: Bob used plastic grocery bags to go shopping.Then, his friend told him that plastic is bad for the environment.Bob decided to forego his plastic bags.Bob invested in some reuseable grocery bags.
Choose a right ending of the Story: 1) Bob used his reusable grocery bags to go shopping. 2) Bob continued to use his plastic grocery bags to go shopping.",1
342,"Story: Joe needed to get a portrait of himself for a project.He called up some local artists and asked their rates.One of the artists had reasonable rates.Joe made an appointment with that artist to do the portrait.
Choose a right ending of the Story: 1) Joe was very satisfied with the results. 2) The artist painted a Joe's cat.",1
343,"Story: Jen got sent to her aunt's for the summer.She hated the thought of being away from her local library all summer.She took a few books with her but she would go through those quickly.When she arrived her aunt took her into a special room in her home.
Choose a right ending of the Story: 1) Jen saw her books burning in the fireplace. 2) The room was full of shelves of books that appealed to girls.",2
344,"Story: Joe loved to eat dirt.He would make mud pies every chance he got.He was eating a pie when he felt something very hard in his mouth.Joe had bitten down on a rock and knocked out his tooth.
Choose a right ending of the Story: 1) Joe wanted to chew more rocks. 2) Joe decided not to eat dirt again.",2
345,"Story: Rob has never been on a rollercoaster.Rob's friends offered him a free ticket to six flags.Rob decided he may as well join.They all went and waited a long line.
Choose a right ending of the Story: 1) Rob had generous friends. 2) Rob's friends were thoughtless.",1
346,"Story: Carly was waiting for Sam to call her.He promised to on Friday.It was now late Saturday and she hadn't heard anything.Finally she decided to call him.
Choose a right ending of the Story: 1) Sam answered the phone. 2) Carly ordered take-out over the phone.",1
347,"Story: Amy came home from school on her birthday to an empty house.She was upset that everyone had forgotten her special day.She walked sadly into the living room.Suddenly, her friends and family jumped out from their hiding spots.
Choose a right ending of the Story: 1) Amy grinned with delight. 2) Amy walked out of the room and left the house.",1
348,"Story: Pan tried to hit me for no apparent reason.As mad I was, I simply defended her punch.She continued to throw her fist at me.In efforts to stop her, I threw her on the ground.
Choose a right ending of the Story: 1) Pan finally stopped. 2) I gave Pan a big hug.",1
349,"Story: Pam and Tom's baby was a light sleeper.Their thoughtless neighbor often left his dog outside barking all day.Every time Pam got her baby to sleep, the dog started barking.Pam fantasized about unleashing the dog so it would run away.
Choose a right ending of the Story: 1) One night, Pam let her cats inside her home. 2) One night, Pam decided to release the dogs.",2
350,"Story: May was accepted to college in Fredonia.She took the bus to her new school.She explored the campus.She loved everything she saw.
Choose a right ending of the Story: 1) She dropped out of school. 2) She even liked all of her professors.",2
351,"Story: Mary needed to have teeth pulled.She wanted the dentist to put her to sleep.All he could do was numb the area with Novocaine.Mary stared at him in horror.
Choose a right ending of the Story: 1) After seeing her expression, the dentist was able help Mary. 2) Mary left the dentist in a great mood.",1
352,"Story: Ford was proud of his high GPA.He worked every evening on assignments in order to improve it.Ford's friends warned him that he was missing out on fun.Later in life, Ford became a successful lawyer.
Choose a right ending of the Story: 1) Ford was sad that he achieved so much. 2) Ford was proud of his accomplishments.",2
353,"Story: My wife says I lack passion.That I don't have many hobbies or interests.I tried to argue but couldn't.I realized she was right.
Choose a right ending of the Story: 1) I decided to change. 2) I am unmarried.",1
354,"Story: Nina wanted a nice Halloween costume.But she could not afford anything fancy.She looked through her house for ideas.Then she found a great costume for free.
Choose a right ending of the Story: 1) Nina bought a toy. 2) Nina was excited.",2
355,"Story: It was a beautiful spring day in early March.Tracey decided to go for a walk in the woods behind her house.She was heard a woodpecker and began looking for it in the trees.She tripped over a root and fell on the path.
Choose a right ending of the Story: 1) Tracey ran back home. 2) Tracey shrugged off her fall.",2
356,"Story: Jim was waiting at the airport.His wife would be there in an hour.He was very bored.He then decided to catch up on his book.
Choose a right ending of the Story: 1) Jim saw his wife after an hour. 2) Jim drove away before his wife showed.",1
357,"Story: Joe really wanted to attend Columbia University.He worked really hard in school, was on the soccer team.He got put on the waiting list.Although he was disappointed, he tried his best to the very end.
Choose a right ending of the Story: 1) Joe was still very proud of his hard work. 2) Joe decided he didn't want to go to college.",1
358,"Story: Gina's friend Tami had a folder she didn't want anyone else to have.Gina wanted one but didn't know where to buy one.Now Tami had a new Lisa Frank Trapper Keeper.Gina was jealous since she wanted one too.
Choose a right ending of the Story: 1) Gina checked on ebay and found one she could afford. 2) Gina mowed the whole yard and had no help from anyone.",1
359,"Story: Leah had a beautiful Christmas tree in her house.One day, she left to go to the store.When she returned, the tree was knocked over.Her cat had climbed it and pulled it down!
Choose a right ending of the Story: 1) Leah decided she liked the tree on the floor better than standing. 2) Leah chastised her cat.",2
360,"Story: Peter had used the same chair for Years.It was becoming worn out.He decided to buy a new, more comfortable chair.When it arrived Peter was very happy.
Choose a right ending of the Story: 1) Peter thought it might even be more comfortable than the old one. 2) Peter let his dog use the chair for its own.",1
361,"Story: The football team had worked hard all season.They had won every game and made it to the championship.There were only seconds left on the clock and the game was tied.The quarterback through a long pass and the receiver scored.
Choose a right ending of the Story: 1) The crowd booed the team loudly. 2) The crowd all stood up in their seats and applauded wildly.",2
362,"Story: We live in a high rise building.One day the wind was strong, partly due to the height of the building.The wind blew the tree branches so much my wife could not sleep.The wind also knocked down the internet cable.
Choose a right ending of the Story: 1) My wife and I were very unhappy to lose our internet connection. 2) We loved the strong wind and lack of sleep.",1
363,"Story: Kate wanted to buy a new keyboard for her computer.She saved up for months to afford a good keyboard.Kate finally went online and ordered her keyboard!She waited excitedly for days for its arrival.
Choose a right ending of the Story: 1) Then she cancelled her order. 2) Then  her keyboard arrived in the mail.",2
364,"Story: Amy's family was going to Six Flags.She sat patiently in the car waiting to arrive.When the arrived she sat on her knees surveying the park.She waited in line for an hour to ride the largest roller coaster.
Choose a right ending of the Story: 1) Amy was really excited to be at the park. 2) Amy thought the park was boring.",1
365,"Story: Bob needed money to buy food.He was sad that he couldn't eat because he had no money.He decided to write a book about his hard life.People immediately praised the book and bought thousands of copies!
Choose a right ending of the Story: 1) The profits from the book sales gave Bob enough money to eat. 2) The public reaction to the book means Bob still goes hungry.",1
366,"Story: I just completed my first marathon today.It was about six miles and I worked real hard.I trained for it for about three months.It's always been on my to do list in life
Choose a right ending of the Story: 1) I've never been happier. 2) I'm really disappointed in myself.",1
367,"Story: Sam was stargazing one night.Suddenly he sat bolt upright.He saw a twinkling, moving star!He ran to show it to his dad.
Choose a right ending of the Story: 1) His dad laughed because the star was really a jet with lights. 2) Sam's dad was glad his son was interested in geology.",1
368,"Story: John and Meg had dated for five Year's.John loved Meg, and wanted to marry her.He decided to ask her to marry him tonight, after a movie date.When they walked out of the movies, he suddenly dropped to his knees.
Choose a right ending of the Story: 1) He started screaming obscenities at Meg. 2) He asked her to marry him.",2
369,"Story: A beautiful bunch of bananas dangled just out of reach.Bobby tried throwing his shoe, but it got stuck.He tried climbing the tree, but he fell.Next, he whacked furiously with a hoe, but it was too short to reach.
Choose a right ending of the Story: 1) Bobby was upset that he got the bananas. 2) Bobby went into the shed to get a ladder to get the bananas.",2
370,"Story: Beth was recovering from an illness.She was finally able to eat food after 4 days.Although she was better she wasn't well.She decided to take Friday off from school and take time to heal.
Choose a right ending of the Story: 1) Beth needed to rest. 2) Beth played football on her Friday off.",1
371,"Story: Rhonda bought some new pink socks to wear.She loved them.When she took them off, though, they got mixed in with other laundry.On laundry day she washed her clothes without sorting them.
Choose a right ending of the Story: 1) Rhonda then decided to eat lunch and return emails. 2) Sadly, they were ruined and Rhonda had to buy a new pair.",2
372,"Story: The sea was frightening during a storm.Marcus hated the way the boat rose up and crashed down.It made him sick to his stomach.He cowered in his cabin and shut his eyes but it didn't help.
Choose a right ending of the Story: 1) Marcus was so thrilled that he started dancing. 2) Marcus then vomited from sea sickness.",2
373,"Story: Yesterday, Anna decided to take a nap.She got comfortable in her chair and closed her eyes.Just as she fell asleep, her daughter's puppy jumped into her lap!She was very surprised.
Choose a right ending of the Story: 1) She cuddled with the adorable puppy, happy to see it. 2) The kitten was very cute.",1
374,"Story: Chuck loves this bar by his house.He goes there all the time with friends.He was on his way there one day and noticed it was closed.It had been put out of business.
Choose a right ending of the Story: 1) Chuck was upset. 2) Chuck was happy that place finally closed down.",1
375,"Story: John was driving to the store when he realized he forgot his wallet.His driver's license was in the wallet.Police lights started flashing behind him.After pulling over he told the officer he forgot his wallet at home.
Choose a right ending of the Story: 1) John then proceeded to assault the officer. 2) The officer was understanding.",2
376,"Story: Tom enjoyed puzzles growing up.He was not just outside of the escape room adventure.He calmed his breathing and readied himself mentally.Thirty minutes later, he exited the escape room in record time.
Choose a right ending of the Story: 1) He felt pride in his accomplishment. 2) Tom was upset that he did poorly.",1
377,"Story: A small snowstorm came through a town.The school roof buckled under the weight.A janitor climbed on top to inspect.The roof shook under the new weight.
Choose a right ending of the Story: 1) The roof was completely fine. 2) The janitor was frightened.",2
378,"Story: My birthday was yesterday.To my surprise my friends planned a party for me.I could not believe it.The party was very fun.
Choose a right ending of the Story: 1) I hated my birthday. 2) It was the best birthday party ever.",2
379,"Story: My mother threw out her old dictionary.I retrieved it from the trash.Sitting with it, I found myself smelling it.It reminded me of the scent of an old library.
Choose a right ending of the Story: 1) It was gross. 2) It smelled so good that I ate it.",1
380,"Story: Our parents took us to Paragon Park in 1963.We took a ferry from Rowes Wharf in Boston.We rode the carousel, the whip, and the caterpillar.We played skeeball.
Choose a right ending of the Story: 1) We have many fond memories of this childhood trip. 2) I have no memory of going to Paragon Park.",1
381,"Story: My favorite movie is the Wizard of Oz.I used to think it was real when I was young.Whenever I watched it, I felt immersed in the movie.The characters took me away into the Land of Oz.
Choose a right ending of the Story: 1) One day, I decided to buy the movie. 2) I did not like the Wizard of Oz.",1
382,"Story: Mary Ann went for a walk on a trail at the park.She passed people with children and animals.She passed people jogging and riding bikes.She saw a lot of plants.
Choose a right ending of the Story: 1) Mary Ann got a rash from one of them because it was poison ivy. 2) Mary Ann finished making her salad and enjoyed eating it.",1
